,model,selling_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,company
265,Hyundai i20 2015-2017 Magna 1.2,480000,2017,Dealer,64000,First Owner,Petrol,Manual,Hyundai
266,Mahindra Scorpio 1.99 S10,1060000,2017,Dealer,93000,First Owner,Diesel,Manual,Mahindra
267,Maruti Alto 800 LXI,235000,2013,Dealer,26200,First Owner,Petrol,Manual,Maruti
268,Maruti Baleno Zeta 1.2,590000,2017,Individual,25000,First Owner,Petrol,Manual,Maruti
269,Mahindra TUV 300 mHAWK100 T8 Dual Tone,750000,2017,Individual,80000,First Owner,Diesel,Manual,Mahindra
270,Hyundai Santro AT,71000,2004,Individual,110000,First Owner,Petrol,Automatic,Hyundai
271,Mahindra TUV 300 T4,450000,2016,Individual,70000,First Owner,Diesel,Manual,Mahindra
272,Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,2950000,2018,Dealer,50000,First Owner,Diesel,Automatic,Toyota
273,Hyundai Santro Xing GLS,110000,2008,Individual,80000,First Owner,Petrol,Manual,Hyundai
274,Mahindra Scorpio M2DI,280000,2007,Individual,110000,First Owner,Diesel,Manual,Mahindra
275,Audi A4 30 TFSI Premium Plus,1851000,2016,Dealer,55000,First Owner,Petrol,Automatic,Audi
276,Honda City i-VTEC S,750000,2018,Individual,25000,First Owner,Petrol,Manual,Honda
277,Hyundai Grand i10 Magna,400000,2015,Dealer,36000,First Owner,Petrol,Manual,Hyundai
278,Maruti Swift Dzire ZDI,530000,2015,Individual,40000,First Owner,Diesel,Manual,Maruti
279,Mahindra Thar CRDe,869999,2018,Individual,25000,First Owner,Diesel,Manual,Mahindra
280,Renault KWID RXL,295000,2018,Dealer,30038,First Owner,Petrol,Manual,Renault
281,Tata Tiago 1.05 Revotorq XE,370000,2017,Individual,53000,First Owner,Diesel,Manual,Tata
282,Maruti Swift VXI,530000,2018,Individual,5000,First Owner,Petrol,Manual,Maruti
283,Hyundai Xcent 1.1 CRDi SX Option,600000,2014,Individual,41217,First Owner,Diesel,Manual,Hyundai
284,Renault KWID Climber 1.0 AMT,350000,2017,Individual,35000,First Owner,Petrol,Automatic,Renault
285,Ford Ecosport 1.5 DV5 MT Titanium,470000,2013,Dealer,62000,First Owner,Diesel,Manual,Ford
286,Ford Aspire 1.5 TDCi Trend,390000,2015,Individual,42000,First Owner,Diesel,Manual,Ford
287,Ambassador Avigo 2000 DSZ,115999,2005,Individual,120000,First Owner,Diesel,Manual,Ambassador
288,Mahindra Scorpio S10 7 Seater,919999,2015,Individual,80000,First Owner,Diesel,Manual,Mahindra
289,Mahindra XUV500 W8 2WD,550000,2013,Individual,60000,First Owner,Diesel,Manual,Mahindra
290,Hyundai Verna 1.6 SX,635000,2014,Individual,45000,First Owner,Diesel,Manual,Hyundai
291,Mahindra XUV500 AT W8 FWD,1250000,2017,Dealer,50000,First Owner,Diesel,Automatic,Mahindra
292,Maruti Alto 800 VXI,300000,2018,Individual,12000,First Owner,Petrol,Manual,Maruti
293,Honda City i-VTEC CVT V,960000,2018,Individual,12000,First Owner,Petrol,Automatic,Honda
294,Maruti Vitara Brezza VDi Option,750000,2018,Individual,15000,First Owner,Diesel,Manual,Maruti
295,Volkswagen Polo Petrol Trendline 1.2L,249000,2011,Dealer,63000,First Owner,Petrol,Manual,Volkswagen
296,Tata Hexa XT,1400000,2018,Individual,30000,First Owner,Diesel,Manual,Tata
297,Ford Figo Diesel ZXI,250000,2011,Individual,160800,First Owner,Diesel,Manual,Ford
298,Hyundai Verna 1.6 SX,610000,2014,Individual,120000,First Owner,Diesel,Manual,Hyundai
299,Maruti Zen Estilo VXI BSIII,165000,2010,Dealer,62821,First Owner,Petrol,Manual,Maruti
300,Ford Ecosport 2015-2021 1.5 Diesel Ambiente,545000,2016,Dealer,78247,First Owner,Diesel,Manual,Ford
301,Hyundai Verna 1.6 CRDi EX MT,480000,2013,Individual,113000,First Owner,Diesel,Manual,Hyundai
302,Hyundai i20 2015-2017 Asta Option 1.2,395000,2014,Dealer,52000,First Owner,Petrol,Manual,Hyundai
303,Toyota Innova 2.5 G (Diesel) 7 Seater,495000,2012,Dealer,109000,First Owner,Diesel,Manual,Toyota
304,Ford Figo Aspire Facelift,550000,2017,Individual,15000,First Owner,Diesel,Manual,Ford
305,Hyundai Grand i10 Asta Option,470000,2017,Individual,90000,First Owner,Petrol,Manual,Hyundai
306,Tata Indica eXeta eGLX,200000,2011,Individual,35000,First Owner,Petrol,Manual,Tata
307,Skoda Laura 1.9 TDI MT Ambiente,280000,2010,Individual,90000,First Owner,Diesel,Manual,Skoda
308,Chevrolet Aveo 1.4 LS Limited Edition,149000,2008,Dealer,62001,First Owner,Petrol,Manual,Chevrolet
309,Volkswagen Polo Diesel Trendline 1.2L,200000,2011,Dealer,98000,First Owner,Diesel,Manual,Volkswagen
310,Hyundai i20 Active 1.4 SX,699000,2016,Individual,20000,First Owner,Diesel,Manual,Hyundai
311,Toyota Corolla Altis 1.8 G,315000,2010,Dealer,57000,First Owner,Petrol,Manual,Toyota
312,Maruti Wagon R VXI,340000,2014,Individual,21717,First Owner,Petrol,Manual,Maruti
313,Renault Duster 85PS Diesel RxL,500000,2014,Individual,40000,First Owner,Diesel,Manual,Renault
314,Honda City i-VTEC ZX,1050000,2017,Individual,50000,First Owner,Petrol,Manual,Honda
315,Renault Duster 110PS Diesel RxZ,600000,2016,Individual,90000,First Owner,Diesel,Manual,Renault
316,Fiat Avventura Urban Cross 1.3 Multijet Active,478000,2017,Individual,90000,First Owner,Diesel,Manual,Fiat
317,Maruti Swift VXI Optional,491000,2017,Dealer,27876,First Owner,Petrol,Manual,Maruti
318,Land Rover Discovery Sport Si4 HSE,2890000,2016,Dealer,56000,First Owner,Petrol,Automatic,Land
319,Hyundai i10 Asta,160000,2008,Individual,57215,First Owner,Petrol,Manual,Hyundai
320,Hyundai Venue SX Turbo BSIV,985000,2019,Dealer,5400,First Owner,Petrol,Manual,Hyundai
321,Maruti Swift Dzire VDI,500000,2014,Individual,60000,First Owner,Diesel,Manual,Maruti
322,Tata Tiago 1.2 Revotron XT,335000,2017,Individual,24800,First Owner,Petrol,Manual,Tata
323,Maruti Alto LXi BSIII,85000,2005,Individual,70000,First Owner,Petrol,Manual,Maruti
324,Honda BRV i-DTEC VX MT,950000,2016,Dealer,59450,First Owner,Diesel,Manual,Honda
325,Honda Jazz VX CVT,740000,2018,Dealer,20000,First Owner,Petrol,Automatic,Honda
326,Tata Indica Vista Terra 1.4 TDI,200000,2010,Individual,90000,First Owner,Diesel,Manual,Tata
327,Maruti Swift VXI,375000,2013,Dealer,34553,First Owner,Petrol,Manual,Maruti
328,Maruti Vitara Brezza VDi,810000,2018,Individual,40000,First Owner,Diesel,Manual,Maruti
329,Volkswagen Polo Petrol Trendline 1.2L,173000,2010,Individual,350000,First Owner,Petrol,Manual,Volkswagen
330,Maruti Vitara Brezza VDi,700000,2017,Individual,50000,First Owner,Diesel,Manual,Maruti
331,Mahindra KUV 100 mFALCON D75 K4,310000,2016,Individual,70000,First Owner,Diesel,Manual,Mahindra
332,Mahindra Scorpio 1.99 S4,850000,2017,Individual,120000,First Owner,Diesel,Manual,Mahindra
333,Hyundai i20 Era 1.4 CRDi,285000,2013,Individual,90000,First Owner,Diesel,Manual,Hyundai
334,Maruti Swift Dzire VDI,450000,2014,Individual,120000,First Owner,Diesel,Manual,Maruti
335,Hyundai Creta 1.6 CRDi SX,1100000,2017,Individual,80000,First Owner,Diesel,Manual,Hyundai
336,Mahindra Xylo E4 BS IV,350000,2011,Individual,155000,First Owner,Diesel,Manual,Mahindra
337,Mahindra Scorpio 1.99 S6 Plus,1080000,2017,Individual,30000,First Owner,Diesel,Manual,Mahindra
338,Honda City i DTEC V,530000,2014,Dealer,66100,First Owner,Diesel,Manual,Honda
339,Maruti Swift Dzire VDI,680000,2017,Individual,50000,First Owner,Diesel,Manual,Maruti
340,Mahindra Scorpio 1.99 S4 Plus,1025000,2017,Dealer,42000,First Owner,Diesel,Manual,Mahindra
341,Hyundai i20 1.2 Spotz,650000,2017,Individual,55000,First Owner,Petrol,Manual,Hyundai
342,Hyundai i10 Magna,194000,2012,Dealer,110699,First Owner,Petrol,Manual,Hyundai
343,Maruti Baleno Delta Automatic,686000,2019,Individual,5000,First Owner,Petrol,Automatic,Maruti
344,Maruti Alto 800 LXI,200000,2016,Individual,50000,First Owner,Petrol,Manual,Maruti
345,Maruti Swift Dzire VXI,250000,2010,Dealer,44000,First Owner,Petrol,Manual,Maruti
346,Maruti Vitara Brezza VDi Option,730000,2018,Individual,90000,First Owner,Diesel,Manual,Maruti
347,Hyundai Verna 1.6 VTVT SX,650000,2016,Dealer,55000,First Owner,Petrol,Manual,Hyundai
348,Maruti Vitara Brezza ZDi Plus Dual Tone,790000,2017,Dealer,45000,First Owner,Diesel,Manual,Maruti
349,Maruti Baleno Zeta 1.2,620000,2017,Individual,30000,First Owner,Petrol,Manual,Maruti
350,Hyundai Verna 1.6 VTVT,509999,2013,Individual,50000,First Owner,Petrol,Manual,Hyundai
351,Hyundai Santro Xing XL,114999,2005,Individual,120000,First Owner,Petrol,Manual,Hyundai
352,Maruti Eeco 5 Seater AC BSIV,375000,2013,Individual,20000,First Owner,Petrol,Manual,Maruti
353,Nissan Terrano XV 110 PS,525000,2015,Dealer,69000,First Owner,Diesel,Manual,Nissan
354,Maruti Swift Dzire AMT VXI,620000,2017,Trustmark Dealer,19843,First Owner,Petrol,Automatic,Maruti
355,Tata Indigo LS (TDI) BS-III,270000,2014,Individual,20000,First Owner,Diesel,Manual,Tata
356,Ford Endeavour 3.0L 4X4 AT,950000,2011,Individual,30000,First Owner,Diesel,Automatic,Ford
357,Toyota Innova Crysta 2016-2020 2.4 G MT,1450000,2017,Dealer,52300,First Owner,Diesel,Manual,Toyota
358,Honda City i VTEC CVT SV,844999,2016,Individual,40000,First Owner,Petrol,Automatic,Honda
359,Maruti Swift Dzire LDI,390000,2014,Dealer,61500,First Owner,Diesel,Manual,Maruti
360,Honda Amaze S i-Vtech,395000,2015,Dealer,59000,First Owner,Petrol,Manual,Honda
361,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,450000,2018,Individual,40000,First Owner,Petrol,Manual,Hyundai
362,Audi A6 2.0 TDI,1700000,2013,Individual,60000,First Owner,Diesel,Automatic,Audi
363,Hyundai Grand i10 Magna,325000,2013,Dealer,61000,First Owner,Petrol,Manual,Hyundai
364,Mahindra KUV 100 mFALCON D75 K4,350000,2016,Individual,70000,First Owner,Diesel,Manual,Mahindra
365,Mahindra XUV500 W8 2WD,650000,2013,Dealer,63000,First Owner,Diesel,Manual,Mahindra
366,Mercedes-Benz E-Class E 200 CGI,1250000,2012,Dealer,58000,First Owner,Petrol,Manual,Mercedes-Benz
367,Maruti Zen Estilo VXI BSIV,220000,2013,Individual,40000,First Owner,Petrol,Manual,Maruti
368,Mahindra Quanto C8,350000,2015,Individual,49000,First Owner,Diesel,Manual,Mahindra
369,Maruti Swift Dzire VDI,750000,2017,Individual,22000,First Owner,Diesel,Manual,Maruti
370,Honda City 1.5 V MT,299000,2010,Dealer,57977,First Owner,Petrol,Manual,Honda
371,Hyundai Xcent 1.1 CRDi Base,378000,2016,Individual,70000,First Owner,Diesel,Manual,Hyundai
372,Land Rover Range Rover Evoque Convertible HSE Dynamic,7000000,2018,Dealer,13000,First Owner,Petrol,Automatic,Land
373,Mini Cooper 3 DOOR S,1325000,2012,Dealer,67000,First Owner,Petrol,Automatic,Mini
374,Maruti Ertiga VDI,524000,2014,Dealer,48242,First Owner,Diesel,Manual,Maruti
375,Ford Figo Diesel EXI,169000,2012,Dealer,68000,First Owner,Diesel,Manual,Ford
376,Maruti Ertiga ZDI,500000,2014,Individual,40000,First Owner,Diesel,Manual,Maruti
377,Audi Q7 2006-2020 3.0 TDI Quattro Premium Plus,2000000,2012,Dealer,98000,First Owner,Diesel,Automatic,Audi
378,Maruti Swift Dzire VDI,380000,2013,Individual,113450,First Owner,Diesel,Manual,Maruti
379,Maruti Wagon R AMT VXI,400000,2018,Individual,80000,First Owner,Petrol,Automatic,Maruti
380,Hyundai Santro Sportz SE AMT BSIV,565000,2020,Dealer,1000,First Owner,Petrol,Automatic,Hyundai
381,Maruti Wagon R VXI,335000,2015,Dealer,20292,First Owner,Petrol,Manual,Maruti
382,Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,300000,2010,Dealer,67900,First Owner,Diesel,Manual,Mahindra
383,Chevrolet Beat Diesel LS,200000,2012,Individual,70000,First Owner,Diesel,Manual,Chevrolet
384,Mahindra Scorpio 1.99 S10,1051000,2015,Dealer,40000,First Owner,Diesel,Manual,Mahindra
385,Hyundai Grand i10 1.2 CRDi Sportz Option,509999,2017,Individual,60000,First Owner,Diesel,Manual,Hyundai
386,Renault KWID Climber 1.0 AMT,370000,2018,Individual,25000,First Owner,Petrol,Automatic,Renault
387,Maruti Wagon R LXI,200000,2006,Individual,70000,First Owner,Petrol,Manual,Maruti
388,Maruti Baleno Delta 1.3,625000,2018,Individual,21000,First Owner,Diesel,Manual,Maruti
389,Mahindra Scorpio S7 140 BSIV,1290000,2018,Dealer,39000,First Owner,Diesel,Manual,Mahindra
390,Hyundai Creta 1.6 E Plus,890000,2017,Dealer,30000,First Owner,Petrol,Manual,Hyundai
391,Hyundai Verna 1.6 CRDI,420000,2012,Dealer,61000,First Owner,Diesel,Manual,Hyundai
392,Maruti Swift LXI Optional-O,500000,2017,Trustmark Dealer,5743,First Owner,Petrol,Manual,Maruti
393,Nissan Terrano XL Plus 85 PS,750000,2017,Dealer,44000,First Owner,Diesel,Manual,Nissan
394,Hyundai Grand i10 1.2 Kappa Asta,600000,2018,Individual,24200,First Owner,Petrol,Manual,Hyundai
395,Maruti Baleno Delta 1.3,590000,2017,Individual,57000,First Owner,Diesel,Manual,Maruti
396,Hyundai i10 Magna,190000,2011,Dealer,58000,First Owner,Petrol,Manual,Hyundai
397,Datsun GO Plus T Option BSIV,500000,2017,Individual,15000,First Owner,Petrol,Manual,Datsun
398,Maruti Celerio ZXI Optional,450000,2017,Individual,10000,First Owner,Petrol,Manual,Maruti
399,Mahindra NuvoSport N8,550000,2016,Individual,70000,First Owner,Diesel,Manual,Mahindra
400,Chevrolet Beat LT,170000,2011,Dealer,65000,First Owner,Petrol,Manual,Chevrolet
401,Mahindra XUV500 W6 2WD,650000,2015,Individual,100000,First Owner,Diesel,Manual,Mahindra
402,BMW Z4 M40i,8250000,2020,Dealer,2000,First Owner,Petrol,Automatic,BMW
403,Maruti Wagon R VXI Opt 1.2,500000,2020,Individual,10000,First Owner,Petrol,Manual,Maruti
404,Hyundai Xcent 1.2 Kappa AT SX Option,500000,2015,Individual,10000,First Owner,Petrol,Automatic,Hyundai
405,Maruti Alto LXi,140000,2009,Individual,43000,First Owner,Petrol,Manual,Maruti
406,Honda Amaze S Plus i-VTEC,349000,2013,Dealer,64000,First Owner,CNG,Manual,Honda
407,Maruti Wagon R VXI with ABS,325000,2014,Individual,30000,First Owner,Petrol,Manual,Maruti
408,Honda City i VTEC S,434999,2014,Dealer,63000,First Owner,Petrol,Manual,Honda
409,Maruti Celerio VXI CNG BSIV,455000,2018,Dealer,28000,First Owner,CNG,Manual,Maruti
410,Land Rover Discovery HSE Luxury 3.0 Si6,6200000,2018,Individual,25000,First Owner,Petrol,Automatic,Land
411,Honda City i VTEC V,755000,2017,Dealer,32226,First Owner,Petrol,Manual,Honda
412,Renault Koleos 2.0 Diesel,650000,2013,Dealer,63432,First Owner,Diesel,Automatic,Renault
413,Audi A3 cabriolet 40 TFSI Premium Plus,4000000,2018,Dealer,8000,First Owner,Petrol,Automatic,Audi
414,Honda Brio V MT,250000,2013,Individual,80000,First Owner,Petrol,Manual,Honda
415,Maruti Alto K10 VXI,245000,2014,Individual,65000,First Owner,Petrol,Manual,Maruti
416,Kia Seltos HTK Plus D,1350000,2019,Dealer,14000,First Owner,Diesel,Manual,Kia
417,Tata Indigo LX (TDI) BS III,215000,2013,Individual,90760,First Owner,Diesel,Manual,Tata
418,Tata Indigo LX (TDI) BS-III,400000,2016,Individual,80000,First Owner,Diesel,Manual,Tata
419,Renault KWID AMT RXL,310000,2018,Individual,15000,First Owner,Petrol,Automatic,Renault
420,Toyota Fortuner 4X2 AT,1235000,2012,Dealer,85000,First Owner,Petrol,Automatic,Toyota
421,Renault Captur 1.5 Diesel RXT,1265000,2018,Individual,12851,First Owner,Diesel,Manual,Renault
422,BMW 6 Series GT 630i Luxury Line,5500000,2018,Individual,30000,First Owner,Petrol,Automatic,BMW
423,Toyota Land Cruiser 200 V8 Petrol,9200000,2016,Dealer,80000,First Owner,Petrol,Automatic,Toyota
424,Maruti Swift Dzire VDi,675000,2018,Dealer,32000,First Owner,Diesel,Manual,Maruti
425,Maruti Wagon R VXI 1.2,500000,2019,Individual,30000,First Owner,Petrol,Manual,Maruti
426,Hyundai i10 Sportz Option,300000,2010,Individual,25000,First Owner,Petrol,Manual,Hyundai
427,Mahindra Scorpio S10 AT 2WD,1450000,2016,Individual,35000,First Owner,Diesel,Automatic,Mahindra
428,Mahindra Scorpio VLX 4WD BSIV,530000,2013,Individual,140000,First Owner,Diesel,Manual,Mahindra
429,Ford Ecosport 1.5 DV5 MT Titanium,575000,2014,Trustmark Dealer,65597,First Owner,Diesel,Manual,Ford
430,Hyundai Santro Xing GL CNG,240000,2012,Dealer,61785,First Owner,CNG,Manual,Hyundai
431,Hyundai i20 2015-2017 Sportz 1.2,550000,2017,Individual,35000,First Owner,Petrol,Manual,Hyundai
432,Maruti Ciaz VDi Plus,500000,2014,Individual,160000,First Owner,Diesel,Manual,Maruti
433,Maruti Baleno Delta,643000,2020,Individual,7124,First Owner,Petrol,Manual,Maruti
434,Ford Ecosport 2015-2021 S Petrol BSIV,1000000,2019,Individual,15000,First Owner,Petrol,Manual,Ford
435,Hyundai Xcent 1.2 CRDi S,611000,2018,Dealer,22979,First Owner,Diesel,Manual,Hyundai
436,Toyota Etios Liva GD,310000,2014,Individual,150000,First Owner,Diesel,Manual,Toyota
437,Hyundai Grand i10 Asta,550000,2016,Individual,34000,First Owner,Petrol,Manual,Hyundai
438,Renault Scala Diesel RxZ Travelogue,350000,2015,Dealer,42000,First Owner,Diesel,Manual,Renault
439,Volkswagen Vento Diesel Trendline,300000,2011,Individual,280000,First Owner,Diesel,Manual,Volkswagen
440,Tata Tigor 1.2 Revotron XT,470000,2018,Individual,40000,First Owner,Petrol,Manual,Tata
441,Honda City i DTec V,525000,2014,Dealer,77000,First Owner,Diesel,Manual,Honda
442,Datsun GO Plus T Option BSIV,469000,2017,Individual,15000,First Owner,Petrol,Manual,Datsun
443,Maruti Alto K10 2010-2014 VXI,210000,2012,Individual,60000,First Owner,Petrol,Manual,Maruti
444,Maruti Alto 800 LXI,200000,2013,Individual,120000,First Owner,Petrol,Manual,Maruti
445,Renault KWID 1.0 RXT Optional,400000,2019,Individual,2500,First Owner,Petrol,Manual,Renault
446,Jaguar XF 2.2 Litre Luxury,2150000,2013,Dealer,50000,First Owner,Diesel,Automatic,Jaguar
447,Maruti Celerio ZXI,340000,2016,Individual,46500,First Owner,Petrol,Manual,Maruti
448,Maruti Alto LXi BSIII,95000,2005,Individual,5000,First Owner,Petrol,Manual,Maruti
449,Audi Q3 35 TDI Quattro Premium Plus,2050000,2015,Dealer,69000,First Owner,Diesel,Automatic,Audi
450,Maruti Swift VDI,381000,2012,Individual,68000,First Owner,Diesel,Manual,Maruti
451,Mercedes-Benz C-Class C 250 CDI Elegance,775000,2011,Dealer,45000,First Owner,Diesel,Automatic,Mercedes-Benz
452,Maruti Swift Dzire VDI,700000,2017,Individual,20000,First Owner,Diesel,Manual,Maruti
453,Maruti Ciaz Alpha Diesel,675000,2017,Dealer,106000,First Owner,Diesel,Manual,Maruti
454,Honda City i VTEC CVT SV,670000,2015,Dealer,28000,First Owner,Petrol,Automatic,Honda
455,Mahindra XUV500 W6 2WD,1050000,2018,Individual,50000,First Owner,Diesel,Manual,Mahindra
456,Renault Scala Diesel RxL,315000,2014,Dealer,70000,First Owner,Diesel,Manual,Renault
457,BMW X5 xDrive 30d xLine,7900000,2019,Individual,19000,First Owner,Diesel,Automatic,BMW
458,Honda City 1.5 S MT,360000,2011,Dealer,55000,First Owner,Petrol,Manual,Honda
459,Ford Figo 1.5D Ambiente ABS MT,400000,2017,Individual,53000,First Owner,Diesel,Manual,Ford
460,Hyundai Verna 1.6 SX,470000,2014,Dealer,89000,First Owner,Diesel,Manual,Hyundai
461,Maruti Alto 800 LXI,304000,2018,Individual,22000,First Owner,Petrol,Manual,Maruti
462,Tata Zest Quadrajet 1.3 75PS XMS,525000,2018,Individual,90000,First Owner,Diesel,Manual,Tata
463,Honda City i DTEC S,490000,2014,Dealer,69000,First Owner,Diesel,Manual,Honda
464,Mahindra Scorpio 1.99 S6 Plus,864000,2016,Individual,155000,First Owner,Diesel,Manual,Mahindra
465,Mahindra XUV500 W6 2WD,480000,2013,Dealer,85000,First Owner,Diesel,Manual,Mahindra
466,Hyundai Xcent 1.2 Kappa SX Option,350000,2016,Individual,50000,First Owner,Petrol,Manual,Hyundai
467,Maruti Wagon R VXI AMT Opt 1.2,575000,2019,Dealer,3600,First Owner,Petrol,Automatic,Maruti
468,Mercedes-Benz CLA 200 CDI Sport,2850000,2018,Dealer,15000,First Owner,Diesel,Automatic,Mercedes-Benz
469,Maruti Baleno Delta Automatic,686000,2019,Individual,5000,First Owner,Petrol,Automatic,Maruti
470,Hyundai Santro LP - Euro II,55000,2002,Individual,80000,First Owner,Petrol,Manual,Hyundai
471,Maruti SX4 Vxi BSIII,300000,2007,Individual,40000,First Owner,Petrol,Manual,Maruti
472,Daewoo Matiz SA,103000,2000,Individual,120000,First Owner,Petrol,Manual,Daewoo
473,Toyota Innova 2.5 G (Diesel) 7 Seater,780000,2015,Dealer,143000,First Owner,Diesel,Manual,Toyota
474,Audi A6 35 TDI Technology,3490000,2018,Dealer,24000,First Owner,Diesel,Automatic,Audi
475,MG Hector Smart Diesel MT BSIV,1698999,2019,Dealer,28000,First Owner,Diesel,Manual,MG
476,Honda Brio 1.2 S MT,275000,2016,Dealer,65000,First Owner,Petrol,Manual,Honda
477,Maruti Swift ZDI Plus,800000,2019,Individual,44000,First Owner,Diesel,Manual,Maruti
478,Maruti Baleno Zeta Automatic,680000,2018,Individual,10000,First Owner,Petrol,Automatic,Maruti
479,Toyota Fortuner 3.0 Diesel,1200000,2010,Individual,200000,First Owner,Diesel,Manual,Toyota
480,Toyota Innova 2.5 G (Diesel) 8 Seater,525000,2012,Dealer,187031,First Owner,Diesel,Manual,Toyota
481,Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus BSIV,955000,2019,Dealer,22346,First Owner,Petrol,Manual,Ford
482,Hyundai i20 1.4 CRDi Magna,350000,2012,Individual,120000,First Owner,Diesel,Manual,Hyundai
483,Maruti Vitara Brezza LXI,800000,2020,Dealer,1000,First Owner,Petrol,Manual,Maruti
484,Maruti Alto LX BSIII,75000,2005,Individual,56700,First Owner,Petrol,Manual,Maruti
485,Mahindra XUV500 W6 2WD,825000,2015,Individual,170000,First Owner,Diesel,Manual,Mahindra
486,Mahindra Marazzo M8 8Str,1476000,2019,Individual,60000,First Owner,Diesel,Manual,Mahindra
487,Honda Jazz V CVT,670000,2018,Dealer,40000,First Owner,Petrol,Automatic,Honda
488,Maruti Alto LXi,180000,2012,Dealer,28000,First Owner,Petrol,Manual,Maruti
489,Renault Scala RxL,350000,2014,Individual,85000,First Owner,Petrol,Manual,Renault
490,Hyundai Grand i10 1.2 Kappa Asta,490000,2017,Individual,35000,First Owner,Petrol,Manual,Hyundai
